[2023-11-30 13:24:25,946] [INFO    ] [train] Using AAI executable file: ../../env/env3.1.3/AAI.x86_64
[2023-11-30 13:32:40,099] [INFO    ] [utils] Initializing AAI environment for task 993: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RClose-DarkGreen-0-OpLava.yml
[2023-11-30 13:32:40,100] [INFO    ] [utils] Using port 5982
[2023-11-30 13:32:42,750] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:32:43,733] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:32:48,567] [INFO    ] [utils] Initializing AAI environment for task 994: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RClose-Grey-0-OPQ.yml
[2023-11-30 13:32:48,570] [INFO    ] [utils] Using port 5982
[2023-11-30 13:32:51,213] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:32:52,187] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:33:00,036] [INFO    ] [utils] Initializing AAI environment for task 995: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RClose-Grey-0-OpLava.yml
[2023-11-30 13:33:00,037] [INFO    ] [utils] Using port 5982
[2023-11-30 13:33:02,695] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:33:03,672] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:33:08,834] [INFO    ] [utils] Initializing AAI environment for task 996: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RClose-OffWhite-0-OPQ.yml
[2023-11-30 13:33:08,835] [INFO    ] [utils] Using port 5982
[2023-11-30 13:33:11,476] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:33:12,446] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:33:17,081] [INFO    ] [utils] Initializing AAI environment for task 997: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RClose-OffWhite-0-OpLava.yml
[2023-11-30 13:33:17,082] [INFO    ] [utils] Using port 5982
[2023-11-30 13:33:19,723] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:33:20,707] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:33:25,465] [INFO    ] [utils] Initializing AAI environment for task 998: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RClose-RND-0-OPQ.yml
[2023-11-30 13:33:25,466] [INFO    ] [utils] Using port 5982
[2023-11-30 13:33:28,126] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:33:29,101] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:33:34,497] [INFO    ] [utils] Initializing AAI environment for task 999: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RClose-RND-0-OpLava.yml
[2023-11-30 13:33:34,498] [INFO    ] [utils] Using port 5982
[2023-11-30 13:33:37,189] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:33:38,178] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:33:43,819] [INFO    ] [utils] Initializing AAI environment for task 1000: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-Beige-0-OPQ.yml
[2023-11-30 13:33:43,820] [INFO    ] [utils] Using port 5982
[2023-11-30 13:33:46,482] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:33:47,485] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:33:52,747] [INFO    ] [utils] Initializing AAI environment for task 1001: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-Beige-0-OpLava.yml
[2023-11-30 13:33:52,748] [INFO    ] [utils] Using port 5982
[2023-11-30 13:33:55,396] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:33:56,416] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:34:01,106] [INFO    ] [utils] Initializing AAI environment for task 1002: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-Brown-0-OPQ.yml
[2023-11-30 13:34:01,107] [INFO    ] [utils] Using port 5982
[2023-11-30 13:34:03,761] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:34:04,777] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:34:10,031] [INFO    ] [utils] Initializing AAI environment for task 1003: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-Brown-0-OpLava.yml
[2023-11-30 13:34:10,032] [INFO    ] [utils] Using port 5982
[2023-11-30 13:34:12,721] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:34:13,746] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:34:18,754] [INFO    ] [utils] Initializing AAI environment for task 1004: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-DarkBlue-0-OPQ.yml
[2023-11-30 13:34:18,755] [INFO    ] [utils] Using port 5982
[2023-11-30 13:34:21,420] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:34:22,434] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:34:27,331] [INFO    ] [utils] Initializing AAI environment for task 1005: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-DarkBlue-0-OpLava.yml
[2023-11-30 13:34:27,332] [INFO    ] [utils] Using port 5982
[2023-11-30 13:34:29,988] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:34:31,017] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:34:36,360] [INFO    ] [utils] Initializing AAI environment for task 1006: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-DarkGreen-0-OPQ.yml
[2023-11-30 13:34:36,361] [INFO    ] [utils] Using port 5982
[2023-11-30 13:34:39,019] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:34:40,048] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:34:44,939] [INFO    ] [utils] Initializing AAI environment for task 1007: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-DarkGreen-0-OpLava.yml
[2023-11-30 13:34:44,940] [INFO    ] [utils] Using port 5982
[2023-11-30 13:34:47,604] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:34:48,636] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:34:53,034] [INFO    ] [utils] Initializing AAI environment for task 1008: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-Grey-0-OPQ.yml
[2023-11-30 13:34:53,035] [INFO    ] [utils] Using port 5982
[2023-11-30 13:34:55,705] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:34:56,677] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:35:01,016] [INFO    ] [utils] Initializing AAI environment for task 1009: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-Grey-0-OpLava.yml
[2023-11-30 13:35:01,017] [INFO    ] [utils] Using port 5982
[2023-11-30 13:35:05,541] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:35:06,538] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:35:11,551] [INFO    ] [utils] Initializing AAI environment for task 1010: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-OffWhite-0-OPQ.yml
[2023-11-30 13:35:11,552] [INFO    ] [utils] Using port 5982
[2023-11-30 13:35:15,781] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:35:16,768] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:35:21,347] [INFO    ] [utils] Initializing AAI environment for task 1011: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-OffWhite-0-OpLava.yml
[2023-11-30 13:35:21,348] [INFO    ] [utils] Using port 5982
[2023-11-30 13:35:24,142] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:35:25,393] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:35:30,031] [INFO    ] [utils] Initializing AAI environment for task 1012: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-RND-0-OPQ.yml
[2023-11-30 13:35:30,032] [INFO    ] [utils] Using port 5982
[2023-11-30 13:35:32,834] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:35:33,814] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:35:39,084] [INFO    ] [utils] Initializing AAI environment for task 1013: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2.5RFar-RND-0-OpLava.yml
[2023-11-30 13:35:39,086] [INFO    ] [utils] Using port 5982
[2023-11-30 13:35:41,745] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:35:42,732] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:35:47,444] [INFO    ] [utils] Initializing AAI environment for task 1014: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-Beige-0-OPQ.yml
[2023-11-30 13:35:47,445] [INFO    ] [utils] Using port 5982
[2023-11-30 13:35:50,104] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:35:51,078] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:36:41,752] [INFO    ] [utils] Initializing AAI environment for task 1015: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-Beige-0-OpLava.yml
[2023-11-30 13:36:41,753] [INFO    ] [utils] Using port 5982
[2023-11-30 13:36:44,410] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:36:45,393] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:37:35,737] [INFO    ] [utils] Initializing AAI environment for task 1016: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-Brown-0-OPQ.yml
[2023-11-30 13:37:35,739] [INFO    ] [utils] Using port 5982
[2023-11-30 13:37:38,391] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:37:39,365] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:38:32,867] [INFO    ] [utils] Initializing AAI environment for task 1017: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-Brown-0-OpLava.yml
[2023-11-30 13:38:32,869] [INFO    ] [utils] Using port 5982
[2023-11-30 13:38:35,520] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:38:36,501] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:39:29,890] [INFO    ] [utils] Initializing AAI environment for task 1018: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-DarkBlue-0-OPQ.yml
[2023-11-30 13:39:29,891] [INFO    ] [utils] Using port 5982
[2023-11-30 13:39:32,525] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:39:33,495] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:40:26,923] [INFO    ] [utils] Initializing AAI environment for task 1019: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-DarkBlue-0-OpLava.yml
[2023-11-30 13:40:26,924] [INFO    ] [utils] Using port 5982
[2023-11-30 13:40:29,576] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:40:30,540] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:41:23,923] [INFO    ] [utils] Initializing AAI environment for task 1020: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-DarkGreen-0-OPQ.yml
[2023-11-30 13:41:23,924] [INFO    ] [utils] Using port 5982
[2023-11-30 13:41:26,610] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:41:27,575] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:42:20,926] [INFO    ] [utils] Initializing AAI environment for task 1021: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-DarkGreen-0-OpLava.yml
[2023-11-30 13:42:20,927] [INFO    ] [utils] Using port 5982
[2023-11-30 13:42:23,576] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:42:24,551] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:43:17,922] [INFO    ] [utils] Initializing AAI environment for task 1022: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-Grey-0-OPQ.yml
[2023-11-30 13:43:17,923] [INFO    ] [utils] Using port 5982
[2023-11-30 13:43:20,578] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:43:21,552] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:44:14,883] [INFO    ] [utils] Initializing AAI environment for task 1023: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-Grey-0-OpLava.yml
[2023-11-30 13:44:14,883] [INFO    ] [utils] Using port 5982
[2023-11-30 13:44:17,545] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:44:18,520] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:45:11,869] [INFO    ] [utils] Initializing AAI environment for task 1024: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-OffWhite-0-OPQ.yml
[2023-11-30 13:45:11,870] [INFO    ] [utils] Using port 5982
[2023-11-30 13:45:14,639] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:45:15,609] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:46:08,996] [INFO    ] [utils] Initializing AAI environment for task 1025: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-OffWhite-0-OpLava.yml
[2023-11-30 13:46:08,997] [INFO    ] [utils] Using port 5982
[2023-11-30 13:46:11,642] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:46:12,621] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:47:05,994] [INFO    ] [utils] Initializing AAI environment for task 1026: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-RND-0-OPQ.yml
[2023-11-30 13:47:05,995] [INFO    ] [utils] Using port 5982
[2023-11-30 13:47:08,655] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:47:09,637] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:48:03,022] [INFO    ] [utils] Initializing AAI environment for task 1027: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LClose-RND-0-OpLava.yml
[2023-11-30 13:48:03,022] [INFO    ] [utils] Using port 5982
[2023-11-30 13:48:05,668] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:48:06,649] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:49:00,042] [INFO    ] [utils] Initializing AAI environment for task 1028: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LFar-Beige-0-OPQ.yml
[2023-11-30 13:49:00,043] [INFO    ] [utils] Using port 5982
[2023-11-30 13:49:02,696] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:49:03,654] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:49:57,020] [INFO    ] [utils] Initializing AAI environment for task 1029: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LFar-Beige-0-OpLava.yml
[2023-11-30 13:49:57,021] [INFO    ] [utils] Using port 5982
[2023-11-30 13:49:59,691] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:50:00,665] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:50:51,248] [INFO    ] [utils] Initializing AAI environment for task 1030: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LFar-Brown-0-OPQ.yml
[2023-11-30 13:50:51,249] [INFO    ] [utils] Using port 5982
[2023-11-30 13:50:53,894] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:50:54,871] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:51:48,851] [INFO    ] [utils] Initializing AAI environment for task 1031: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LFar-Brown-0-OpLava.yml
[2023-11-30 13:51:48,852] [INFO    ] [utils] Using port 5982
[2023-11-30 13:51:51,498] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:51:52,477] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-30 13:52:45,944] [INFO    ] [utils] Initializing AAI environment for task 1032: ../../configs/tests_agents/op_tests/OP-STC-Allo-PCTB-3CupFC-1Y2LFar-DarkBlue-0-OPQ.yml
[2023-11-30 13:52:45,945] [INFO    ] [utils] Using port 5982
[2023-11-30 13:52:48,576] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-30 13:52:49,546] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
