[2023-11-29 14:48:42,023] [INFO    ] [train] Using AAI executable file: ../../env/env3.1.3/AAI.x86_64
[2023-11-29 15:05:34,867] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:06:40,724] [INFO    ] [utils] Initializing AAI environment for task 15: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-Brown-0-OPQ.yml
[2023-11-29 15:06:40,724] [INFO    ] [utils] Using port 5434
[2023-11-29 15:06:43,444] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:06:44,663] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:07:48,945] [INFO    ] [utils] Initializing AAI environment for task 16: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-DarkBlue-0-OPQ.yml
[2023-11-29 15:07:48,945] [INFO    ] [utils] Using port 5434
[2023-11-29 15:07:51,681] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:07:52,964] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:08:57,389] [INFO    ] [utils] Initializing AAI environment for task 17: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-DarkGreen-0-OPQ.yml
[2023-11-29 15:08:57,389] [INFO    ] [utils] Using port 5434
[2023-11-29 15:09:00,081] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:09:01,302] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:10:05,672] [INFO    ] [utils] Initializing AAI environment for task 18: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-Grey-0-OPQ.yml
[2023-11-29 15:10:05,673] [INFO    ] [utils] Using port 5434
[2023-11-29 15:10:08,254] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:10:09,420] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:11:13,626] [INFO    ] [utils] Initializing AAI environment for task 19: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-OffWhite-0-OPQ.yml
[2023-11-29 15:11:13,627] [INFO    ] [utils] Using port 5434
[2023-11-29 15:11:16,220] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:11:17,391] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:12:23,040] [INFO    ] [utils] Initializing AAI environment for task 20: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-RND-0-OPQ.yml
[2023-11-29 15:12:23,041] [INFO    ] [utils] Using port 5434
[2023-11-29 15:12:25,631] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:12:26,746] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:13:31,228] [INFO    ] [utils] Initializing AAI environment for task 21: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-Beige-0-OPQ.yml
[2023-11-29 15:13:31,229] [INFO    ] [utils] Using port 5434
[2023-11-29 15:13:33,867] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:13:35,008] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:14:40,265] [INFO    ] [utils] Initializing AAI environment for task 22: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-Brown-0-OPQ.yml
[2023-11-29 15:14:40,266] [INFO    ] [utils] Using port 5434
[2023-11-29 15:14:42,854] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:14:43,957] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:15:48,582] [INFO    ] [utils] Initializing AAI environment for task 23: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-DarkBlue-0-OPQ.yml
[2023-11-29 15:15:48,582] [INFO    ] [utils] Using port 5434
[2023-11-29 15:15:51,220] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:15:52,323] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:16:56,414] [INFO    ] [utils] Initializing AAI environment for task 24: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-DarkGreen-0-OPQ.yml
[2023-11-29 15:16:56,414] [INFO    ] [utils] Using port 5434
[2023-11-29 15:16:58,995] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:17:00,100] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:18:04,097] [INFO    ] [utils] Initializing AAI environment for task 25: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-Grey-0-OPQ.yml
[2023-11-29 15:18:04,098] [INFO    ] [utils] Using port 5434
[2023-11-29 15:18:06,713] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:18:07,945] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:19:11,980] [INFO    ] [utils] Initializing AAI environment for task 26: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-OffWhite-0-OPQ.yml
[2023-11-29 15:19:11,981] [INFO    ] [utils] Using port 5434
[2023-11-29 15:19:14,570] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:19:15,672] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:20:20,009] [INFO    ] [utils] Initializing AAI environment for task 27: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-RND-0-OPQ.yml
[2023-11-29 15:20:20,009] [INFO    ] [utils] Using port 5434
[2023-11-29 15:20:22,603] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:20:23,707] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:21:28,657] [INFO    ] [utils] Initializing AAI environment for task 28: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Left-Beige-0-OPQ.yml
[2023-11-29 15:21:28,658] [INFO    ] [utils] Using port 5434
[2023-11-29 15:21:31,254] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:21:32,382] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:22:36,633] [INFO    ] [utils] Initializing AAI environment for task 29: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Left-Brown-0-OPQ.yml
[2023-11-29 15:22:36,634] [INFO    ] [utils] Using port 5434
[2023-11-29 15:22:39,229] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:22:40,395] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:23:44,920] [INFO    ] [utils] Initializing AAI environment for task 30: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Left-DarkBlue-0-OPQ.yml
[2023-11-29 15:23:44,921] [INFO    ] [utils] Using port 5434
[2023-11-29 15:23:47,516] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:23:48,637] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:24:53,001] [INFO    ] [utils] Initializing AAI environment for task 31: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Left-DarkGreen-0-OPQ.yml
[2023-11-29 15:24:53,002] [INFO    ] [utils] Using port 5434
[2023-11-29 15:24:56,103] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:24:57,337] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:26:01,817] [INFO    ] [utils] Initializing AAI environment for task 32: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Left-Grey-0-OPQ.yml
[2023-11-29 15:26:01,818] [INFO    ] [utils] Using port 5434
[2023-11-29 15:26:04,413] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:26:05,537] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:27:10,505] [INFO    ] [utils] Initializing AAI environment for task 33: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Left-OffWhite-0-OPQ.yml
[2023-11-29 15:27:10,505] [INFO    ] [utils] Using port 5434
[2023-11-29 15:27:13,099] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:27:14,336] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:28:18,813] [INFO    ] [utils] Initializing AAI environment for task 34: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Left-RND-0-OPQ.yml
[2023-11-29 15:28:18,814] [INFO    ] [utils] Using port 5434
[2023-11-29 15:28:21,407] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:28:22,525] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:29:28,074] [INFO    ] [utils] Initializing AAI environment for task 35: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Right-Beige-0-OPQ.yml
[2023-11-29 15:29:28,075] [INFO    ] [utils] Using port 5434
[2023-11-29 15:29:30,657] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:29:31,766] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:30:36,108] [INFO    ] [utils] Initializing AAI environment for task 36: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Right-Brown-0-OPQ.yml
[2023-11-29 15:30:36,109] [INFO    ] [utils] Using port 5434
[2023-11-29 15:30:38,703] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:30:39,813] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:31:44,414] [INFO    ] [utils] Initializing AAI environment for task 37: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Right-DarkBlue-0-OPQ.yml
[2023-11-29 15:31:44,414] [INFO    ] [utils] Using port 5434
[2023-11-29 15:31:47,133] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:31:48,272] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:32:13,285] [INFO    ] [utils] Initializing AAI environment for task 38: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Right-DarkGreen-0-OPQ.yml
[2023-11-29 15:32:13,285] [INFO    ] [utils] Using port 5434
[2023-11-29 15:32:15,867] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:32:16,985] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:33:18,663] [INFO    ] [utils] Initializing AAI environment for task 39: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Right-Grey-0-OPQ.yml
[2023-11-29 15:33:18,663] [INFO    ] [utils] Using port 5434
[2023-11-29 15:33:21,246] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:33:22,360] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:34:26,717] [INFO    ] [utils] Initializing AAI environment for task 40: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Right-OffWhite-0-OPQ.yml
[2023-11-29 15:34:26,717] [INFO    ] [utils] Using port 5434
[2023-11-29 15:34:29,298] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:34:30,413] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:35:34,766] [INFO    ] [utils] Initializing AAI environment for task 41: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinContra-Right-RND-0-OPQ.yml
[2023-11-29 15:35:34,767] [INFO    ] [utils] Using port 5434
[2023-11-29 15:35:37,362] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:35:38,480] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:36:42,838] [INFO    ] [utils] Initializing AAI environment for task 42: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-Beige-0-OPQ.yml
[2023-11-29 15:36:42,839] [INFO    ] [utils] Using port 5434
[2023-11-29 15:36:45,432] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:36:46,542] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:37:50,839] [INFO    ] [utils] Initializing AAI environment for task 43: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-Brown-0-OPQ.yml
[2023-11-29 15:37:50,840] [INFO    ] [utils] Using port 5434
[2023-11-29 15:37:53,428] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:37:54,541] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:38:58,818] [INFO    ] [utils] Initializing AAI environment for task 44: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-DarkBlue-0-OPQ.yml
[2023-11-29 15:38:58,819] [INFO    ] [utils] Using port 5434
[2023-11-29 15:39:01,409] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:39:02,525] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:40:06,972] [INFO    ] [utils] Initializing AAI environment for task 45: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-DarkGreen-0-OPQ.yml
[2023-11-29 15:40:06,973] [INFO    ] [utils] Using port 5434
[2023-11-29 15:40:09,572] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:40:10,684] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:41:15,071] [INFO    ] [utils] Initializing AAI environment for task 46: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-Grey-0-OPQ.yml
[2023-11-29 15:41:15,071] [INFO    ] [utils] Using port 5434
[2023-11-29 15:41:17,665] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:41:18,781] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:42:23,336] [INFO    ] [utils] Initializing AAI environment for task 47: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-OffWhite-0-OPQ.yml
[2023-11-29 15:42:23,336] [INFO    ] [utils] Using port 5434
[2023-11-29 15:42:25,933] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:42:27,046] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:43:31,430] [INFO    ] [utils] Initializing AAI environment for task 48: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-RND-0-OPQ.yml
[2023-11-29 15:43:31,432] [INFO    ] [utils] Using port 5434
[2023-11-29 15:43:34,024] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:43:35,136] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:44:39,495] [INFO    ] [utils] Initializing AAI environment for task 49: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinIpsi-Right-Beige-0-OPQ.yml
[2023-11-29 15:44:39,496] [INFO    ] [utils] Using port 5434
[2023-11-29 15:44:42,080] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:44:43,194] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:45:47,662] [INFO    ] [utils] Initializing AAI environment for task 50: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinIpsi-Right-Brown-0-OPQ.yml
[2023-11-29 15:45:47,662] [INFO    ] [utils] Using port 5434
[2023-11-29 15:45:50,263] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:45:51,379] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:46:55,985] [INFO    ] [utils] Initializing AAI environment for task 51: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinIpsi-Right-DarkBlue-0-OPQ.yml
[2023-11-29 15:46:55,986] [INFO    ] [utils] Using port 5434
[2023-11-29 15:46:58,702] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:46:59,818] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
[2023-11-29 15:48:04,202] [INFO    ] [utils] Initializing AAI environment for task 52: ../../configs/tests_agents/op_controls/OP-RP-Allo-CVChick-G1.51ThinIpsi-Right-DarkGreen-0-OPQ.yml
[2023-11-29 15:48:04,202] [INFO    ] [utils] Using port 5434
[2023-11-29 15:48:07,176] [INFO    ] [environment] Connected to Unity environment with package version 2.3.0-exp.3 and communication version 1.5.0
[2023-11-29 15:48:08,290] [INFO    ] [environment] Connected new brain: AnimalAI?team=0
