,taskName,inCurriculum
60,OP-Controls-Basic-RampDown-G5-Centre-NA-0-NA.yml,1
61,OP-Controls-Basic-RampDown-G5-Left-NA-0-NA.yml,0
62,OP-Controls-Basic-RampDown-G5-Right-NA-0-NA.yml,0
63,OP-Controls-Basic-RampDown-Y5-Centre-NA-0-NA.yml,0
64,OP-Controls-Basic-RampDown-Y5-Left-NA-0-NA.yml,0
65,OP-Controls-Basic-RampDown-Y5-Right-NA-0-NA.yml,0
66,OP-Controls-Basic-RampUp-G5-Centre-NA-0-NA.yml,0
67,OP-Controls-Basic-RampUp-G5-Left-NA-0-NA.yml,0
68,OP-Controls-Basic-RampUp-G5-Right-NA-0-NA.yml,0
69,OP-Controls-Basic-RampUp-Y5-Centre-NA-0-NA.yml,0
70,OP-Controls-Basic-RampUp-Y5-Left-NA-0-NA.yml,0
71,OP-Controls-Basic-RampUp-Y5-Right-NA-0-NA.yml,0
72,OP-Controls-Basic-SanityGreen-Long-0.5-NA-0-NA.yml,0
73,OP-Controls-Basic-SanityGreen-Long-1-NA-0-NA.yml,0
74,OP-Controls-Basic-SanityGreen-Long-2-NA-0-NA.yml,0
75,OP-Controls-Basic-SanityGreen-Long-4-NA-0-NA.yml,0
76,OP-Controls-Basic-SanityGreen-Medium-0.5-NA-0-NA.yml,0
77,OP-Controls-Basic-SanityGreen-Medium-1-NA-0-NA.yml,0
78,OP-Controls-Basic-SanityGreen-Medium-2-NA-0-NA.yml,0
79,OP-Controls-Basic-SanityGreen-Medium-4-NA-0-NA.yml,0
80,OP-Controls-Basic-SanityGreen-Short-0.5-NA-0-NA.yml,0
81,OP-Controls-Basic-SanityGreen-Short-1-NA-0-NA.yml,0
82,OP-Controls-Basic-SanityGreen-Short-2-NA-0-NA.yml,0
83,OP-Controls-Basic-SanityGreen-Short-4-NA-0-NA.yml,0
84,OP-Controls-Basic-SanityYellow-Long-0.5-NA-0-NA.yml,0
85,OP-Controls-Basic-SanityYellow-Long-1-NA-0-NA.yml,0
86,OP-Controls-Basic-SanityYellow-Long-2-NA-0-NA.yml,0
87,OP-Controls-Basic-SanityYellow-Long-4-NA-0-NA.yml,0
88,OP-Controls-Basic-SanityYellow-Medium-0.5-NA-0-NA.yml,1
89,OP-Controls-Basic-SanityYellow-Medium-1-NA-0-NA.yml,0
90,OP-Controls-Basic-SanityYellow-Medium-2-NA-0-NA.yml,1
91,OP-Controls-Basic-SanityYellow-Medium-4-NA-0-NA.yml,0
92,OP-Controls-Basic-SanityYellow-Short-0.5-NA-0-NA.yml,0
93,OP-Controls-Basic-SanityYellow-Short-1-NA-0-NA.yml,0
94,OP-Controls-Basic-SanityYellow-Short-2-NA-0-NA.yml,0
95,OP-Controls-Basic-SanityYellow-Short-4-NA-0-NA.yml,0
96,OP-Controls-Basic-TransparentWMedium-Short-0.5-NA-0-Transparent.yml,0
97,OP-Controls-Basic-TransparentWMedium-Short-1-NA-0-Transparent.yml,0
98,OP-Controls-Basic-TransparentWMedium-Short-2-NA-0-Transparent.yml,0
99,OP-Controls-Basic-TransparentWMedium-Short-4-NA-0-Transparent.yml,0
100,OP-Controls-Basic-TurnAround-Green-0.5-NA-180-NA.yml,0
101,OP-Controls-Basic-TurnAround-Green-1-NA-180-NA.yml,0
102,OP-Controls-Basic-TurnAround-Green-2-NA-180-NA.yml,0
103,OP-Controls-Basic-TurnAround-Green-4-NA-180-NA.yml,0
104,OP-Controls-Basic-TurnAround-Yellow-0.5-NA-180-NA.yml,0
105,OP-Controls-Basic-TurnAround-Yellow-1-NA-180-NA.yml,0
106,OP-Controls-Basic-TurnAround-Yellow-2-NA-180-NA.yml,0
107,OP-Controls-Basic-TurnAround-Yellow-4-NA-180-NA.yml,0
108,OP-Controls-Basic-TurningGreen-Left-0.5-NA-0-NA.yml,0
109,OP-Controls-Basic-TurningGreen-Left-1-NA-0-NA.yml,0
110,OP-Controls-Basic-TurningGreen-Left-2-NA-0-NA.yml,0
111,OP-Controls-Basic-TurningGreen-Left-4-NA-0-NA.yml,0
112,OP-Controls-Basic-TurningGreen-Right-0.5-NA-0-NA.yml,1
113,OP-Controls-Basic-TurningGreen-Right-1-NA-0-NA.yml,0
114,OP-Controls-Basic-TurningGreen-Right-2-NA-0-NA.yml,0
115,OP-Controls-Basic-TurningGreen-Right-4-NA-0-NA.yml,0
116,OP-Controls-Basic-TurningYellow-Left-0.5-NA-0-NA.yml,0
117,OP-Controls-Basic-TurningYellow-Left-1-NA-0-NA.yml,0
118,OP-Controls-Basic-TurningYellow-Left-2-NA-0-NA.yml,1
119,OP-Controls-Basic-TurningYellow-Left-4-NA-0-NA.yml,0
120,OP-Controls-Basic-TurningYellow-Right-0.5-NA-0-NA.yml,0
121,OP-Controls-Basic-TurningYellow-Right-1-NA-0-NA.yml,0
122,OP-Controls-Basic-TurningYellow-Right-2-NA-0-NA.yml,0
123,OP-Controls-Basic-TurningYellow-Right-4-NA-0-NA.yml,1
124,OP-Controls-Basic15LO-LavaMedium-Single-0.5-NA-0-Lava.yml,0
125,OP-Controls-Basic15LO-LavaMedium-Single-1-NA-0-Lava.yml,0
126,OP-Controls-Basic15LO-LavaMedium-Single-2-NA-0-Lava.yml,0
127,OP-Controls-Basic15LO-LavaMedium-Single-4-NA-0-Lava.yml,0
128,OP-Controls-Basic15LO-MovingGreen-LeftLong-0.5-NA-0-NA.yml,0
129,OP-Controls-Basic15LO-MovingGreen-LeftLong-1-NA-0-NA.yml,0
130,OP-Controls-Basic15LO-MovingGreen-LeftLong-2-NA-0-NA.yml,0
131,OP-Controls-Basic15LO-MovingGreen-LeftLong-4-NA-0-NA.yml,0
132,OP-Controls-Basic15LO-MovingGreen-LeftMedium-0.5-NA-0-NA.yml,0
133,OP-Controls-Basic15LO-MovingGreen-LeftMedium-1-NA-0-NA.yml,0
134,OP-Controls-Basic15LO-MovingGreen-LeftMedium-2-NA-0-NA.yml,0
135,OP-Controls-Basic15LO-MovingGreen-LeftMedium-4-NA-0-NA.yml,0
136,OP-Controls-Basic15LO-MovingGreen-LeftShort-0.5-NA-0-NA.yml,0
137,OP-Controls-Basic15LO-MovingGreen-LeftShort-1-NA-0-NA.yml,0
138,OP-Controls-Basic15LO-MovingGreen-LeftShort-2-NA-0-NA.yml,0
139,OP-Controls-Basic15LO-MovingGreen-LeftShort-4-NA-0-NA.yml,0
140,OP-Controls-Basic15LO-MovingGreen-RightLong-0.5-NA-0-NA.yml,0
141,OP-Controls-Basic15LO-MovingGreen-RightLong-1-NA-0-NA.yml,0
142,OP-Controls-Basic15LO-MovingGreen-RightLong-2-NA-0-NA.yml,0
143,OP-Controls-Basic15LO-MovingGreen-RightLong-4-NA-0-NA.yml,0
144,OP-Controls-Basic15LO-MovingGreen-RightMedium-0.5-NA-0-NA.yml,0
145,OP-Controls-Basic15LO-MovingGreen-RightMedium-1-NA-0-NA.yml,0
146,OP-Controls-Basic15LO-MovingGreen-RightMedium-2-NA-0-NA.yml,0
147,OP-Controls-Basic15LO-MovingGreen-RightMedium-4-NA-0-NA.yml,0
148,OP-Controls-Basic15LO-MovingGreen-RightShort-0.5-NA-0-NA.yml,0
149,OP-Controls-Basic15LO-MovingGreen-RightShort-1-NA-0-NA.yml,1
150,OP-Controls-Basic15LO-MovingGreen-RightShort-2-NA-0-NA.yml,0
151,OP-Controls-Basic15LO-MovingGreen-RightShort-4-NA-0-NA.yml,0
152,OP-Controls-Basic15LO-MovingYellow-LeftLong-0.5-NA-0-NA.yml,0
153,OP-Controls-Basic15LO-MovingYellow-LeftLong-1-NA-0-NA.yml,0
154,OP-Controls-Basic15LO-MovingYellow-LeftLong-2-NA-0-NA.yml,0
155,OP-Controls-Basic15LO-MovingYellow-LeftLong-4-NA-0-NA.yml,0
156,OP-Controls-Basic15LO-MovingYellow-LeftMedium-0.5-NA-0-NA.yml,0
157,OP-Controls-Basic15LO-MovingYellow-LeftMedium-1-NA-0-NA.yml,1
158,OP-Controls-Basic15LO-MovingYellow-LeftMedium-2-NA-0-NA.yml,0
159,OP-Controls-Basic15LO-MovingYellow-LeftMedium-4-NA-0-NA.yml,1
160,OP-Controls-Basic15LO-MovingYellow-LeftShort-0.5-NA-0-NA.yml,0
161,OP-Controls-Basic15LO-MovingYellow-LeftShort-1-NA-0-NA.yml,0
162,OP-Controls-Basic15LO-MovingYellow-LeftShort-2-NA-0-NA.yml,0
163,OP-Controls-Basic15LO-MovingYellow-LeftShort-4-NA-0-NA.yml,0
164,OP-Controls-Basic15LO-MovingYellow-RightLong-0.5-NA-0-NA.yml,0
165,OP-Controls-Basic15LO-MovingYellow-RightLong-1-NA-0-NA.yml,1
166,OP-Controls-Basic15LO-MovingYellow-RightLong-2-NA-0-NA.yml,0
167,OP-Controls-Basic15LO-MovingYellow-RightLong-4-NA-0-NA.yml,0
168,OP-Controls-Basic15LO-MovingYellow-RightMedium-0.5-NA-0-NA.yml,0
169,OP-Controls-Basic15LO-MovingYellow-RightMedium-1-NA-0-NA.yml,0
170,OP-Controls-Basic15LO-MovingYellow-RightMedium-2-NA-0-NA.yml,0
171,OP-Controls-Basic15LO-MovingYellow-RightMedium-4-NA-0-NA.yml,1
172,OP-Controls-Basic15LO-MovingYellow-RightShort-0.5-NA-0-NA.yml,0
173,OP-Controls-Basic15LO-MovingYellow-RightShort-1-NA-0-NA.yml,0
174,OP-Controls-Basic15LO-MovingYellow-RightShort-2-NA-0-NA.yml,0
175,OP-Controls-Basic15LO-MovingYellow-RightShort-4-NA-0-NA.yml,0
176,OP-Controls-Basic15LO-MultiStationary-5Y-0.5-NA-0-NA.yml,0
177,OP-Controls-Basic15LO-MultiStationary-5Y-1-NA-0-NA.yml,1
178,OP-Controls-Basic15LO-MultiStationary-5Y-2-NA-0-NA.yml,0
179,OP-Controls-Basic15LO-MultiStationary-5Y-4-NA-0-NA.yml,0
180,OP-Controls-Basic15LO-OpaqueWMedium-Short-0.5-Grey-0-Opaque.yml,0
181,OP-Controls-Basic15LO-OpaqueWMedium-Short-1-Grey-0-Opaque.yml,0
182,OP-Controls-Basic15LO-OpaqueWMedium-Short-2-Grey-0-Opaque.yml,1
183,OP-Controls-Basic15LO-OpaqueWMedium-Short-4-Grey-0-Opaque.yml,0
184,OP-Controls-Basic15LO-RampDown-G5-Centre-NA-0-NA.yml,0
185,OP-Controls-Basic15LO-RampDown-G5-Left-NA-0-NA.yml,0
186,OP-Controls-Basic15LO-RampDown-G5-Right-NA-0-NA.yml,0
187,OP-Controls-Basic15LO-RampDown-Y5-Centre-NA-0-NA.yml,0
188,OP-Controls-Basic15LO-RampDown-Y5-Left-NA-0-NA.yml,0
189,OP-Controls-Basic15LO-RampDown-Y5-Right-NA-0-NA.yml,0
190,OP-Controls-Basic15LO-RampUp-G5-Centre-NA-0-NA.yml,0
191,OP-Controls-Basic15LO-RampUp-G5-Left-NA-0-NA.yml,0
192,OP-Controls-Basic15LO-RampUp-G5-Right-NA-0-NA.yml,0
193,OP-Controls-Basic15LO-RampUp-Y5-Centre-NA-0-NA.yml,0
194,OP-Controls-Basic15LO-RampUp-Y5-Left-NA-0-NA.yml,0
195,OP-Controls-Basic15LO-RampUp-Y5-Right-NA-0-NA.yml,0
196,OP-Controls-Basic15LO-SanityGreen-Long-0.5-NA-0-NA.yml,1
197,OP-Controls-Basic15LO-SanityGreen-Long-1-NA-0-NA.yml,0
198,OP-Controls-Basic15LO-SanityGreen-Long-2-NA-0-NA.yml,0
199,OP-Controls-Basic15LO-SanityGreen-Long-4-NA-0-NA.yml,1
200,OP-Controls-Basic15LO-SanityGreen-Medium-0.5-NA-0-NA.yml,0
201,OP-Controls-Basic15LO-SanityGreen-Medium-1-NA-0-NA.yml,1
202,OP-Controls-Basic15LO-SanityGreen-Medium-2-NA-0-NA.yml,0
203,OP-Controls-Basic15LO-SanityGreen-Medium-4-NA-0-NA.yml,0
204,OP-Controls-Basic15LO-SanityGreen-Short-0.5-NA-0-NA.yml,0
205,OP-Controls-Basic15LO-SanityGreen-Short-1-NA-0-NA.yml,0
206,OP-Controls-Basic15LO-SanityGreen-Short-2-NA-0-NA.yml,1
207,OP-Controls-Basic15LO-SanityGreen-Short-4-NA-0-NA.yml,0
208,OP-Controls-Basic15LO-SanityYellow-Long-0.5-NA-0-NA.yml,0
209,OP-Controls-Basic15LO-SanityYellow-Long-1-NA-0-NA.yml,0
210,OP-Controls-Basic15LO-SanityYellow-Long-2-NA-0-NA.yml,0
211,OP-Controls-Basic15LO-SanityYellow-Long-4-NA-0-NA.yml,0
212,OP-Controls-Basic15LO-SanityYellow-Medium-0.5-NA-0-NA.yml,0
213,OP-Controls-Basic15LO-SanityYellow-Medium-1-NA-0-NA.yml,0
214,OP-Controls-Basic15LO-SanityYellow-Medium-2-NA-0-NA.yml,0
215,OP-Controls-Basic15LO-SanityYellow-Medium-4-NA-0-NA.yml,0
216,OP-Controls-Basic15LO-SanityYellow-Short-0.5-NA-0-NA.yml,0
217,OP-Controls-Basic15LO-SanityYellow-Short-1-NA-0-NA.yml,0
218,OP-Controls-Basic15LO-SanityYellow-Short-2-NA-0-NA.yml,0
219,OP-Controls-Basic15LO-SanityYellow-Short-4-NA-0-NA.yml,0
220,OP-Controls-Basic15LO-TransparentWMedium-Short-0.5-NA-0-Transparent.yml,0
221,OP-Controls-Basic15LO-TransparentWMedium-Short-1-NA-0-Transparent.yml,0
222,OP-Controls-Basic15LO-TransparentWMedium-Short-2-NA-0-Transparent.yml,0
223,OP-Controls-Basic15LO-TransparentWMedium-Short-4-NA-0-Transparent.yml,0
224,OP-Controls-Basic15LO-TurnAround-Green-0.5-NA-180-NA.yml,0
225,OP-Controls-Basic15LO-TurnAround-Green-1-NA-180-NA.yml,0
226,OP-Controls-Basic15LO-TurnAround-Green-2-NA-180-NA.yml,0
227,OP-Controls-Basic15LO-TurnAround-Green-4-NA-180-NA.yml,0
228,OP-Controls-Basic15LO-TurnAround-Yellow-0.5-NA-180-NA.yml,0
229,OP-Controls-Basic15LO-TurnAround-Yellow-1-NA-180-NA.yml,0
230,OP-Controls-Basic15LO-TurnAround-Yellow-2-NA-180-NA.yml,0
231,OP-Controls-Basic15LO-TurnAround-Yellow-4-NA-180-NA.yml,0
232,OP-Controls-Basic15LO-TurningGreen-Left-0.5-NA-0-NA.yml,0
233,OP-Controls-Basic15LO-TurningGreen-Left-1-NA-0-NA.yml,1
234,OP-Controls-Basic15LO-TurningGreen-Left-2-NA-0-NA.yml,1
235,OP-Controls-Basic15LO-TurningGreen-Left-4-NA-0-NA.yml,0
236,OP-Controls-Basic15LO-TurningGreen-Right-0.5-NA-0-NA.yml,0
237,OP-Controls-Basic15LO-TurningGreen-Right-1-NA-0-NA.yml,0
238,OP-Controls-Basic15LO-TurningGreen-Right-2-NA-0-NA.yml,0
239,OP-Controls-Basic15LO-TurningGreen-Right-4-NA-0-NA.yml,0
240,OP-Controls-Basic15LO-TurningYellow-Left-0.5-NA-0-NA.yml,1
241,OP-Controls-Basic15LO-TurningYellow-Left-1-NA-0-NA.yml,1
242,OP-Controls-Basic15LO-TurningYellow-Left-2-NA-0-NA.yml,0
243,OP-Controls-Basic15LO-TurningYellow-Left-4-NA-0-NA.yml,0
244,OP-Controls-Basic15LO-TurningYellow-Right-0.5-NA-0-NA.yml,0
245,OP-Controls-Basic15LO-TurningYellow-Right-1-NA-0-NA.yml,0
246,OP-Controls-Basic15LO-TurningYellow-Right-2-NA-0-NA.yml,0
247,OP-Controls-Basic15LO-TurningYellow-Right-4-NA-0-NA.yml,1
248,tutorial_0_ready-G2-sanity_timelimit.yml,1
249,tutorial_1_turning-G2-rightfar_timelimit.yml,0
250,tutorial_2_forcedchoice-lavaleft-G2-right_timelimit.yml,0
251,tutorial_3_3choicecylinder-G1.5-left_timelimit.yml,0
252,tutorial_4_3choicecylinder-G1.5-right_timelimit.yml,0
253,tutorial_5_multi-2Y2-left_timelimit.yml,0
254,OP-RP-Allo-CVChick-G1.51OccluderContra-Left-Beige-0-OPQ.yml,0
255,OP-RP-Allo-CVChick-G1.51OccluderContra-Left-Brown-0-OPQ.yml,0
256,OP-RP-Allo-CVChick-G1.51OccluderContra-Left-DarkBlue-0-OPQ.yml,0
257,OP-RP-Allo-CVChick-G1.51OccluderContra-Left-DarkGreen-0-OPQ.yml,1
258,OP-RP-Allo-CVChick-G1.51OccluderContra-Left-Grey-0-OPQ.yml,0
259,OP-RP-Allo-CVChick-G1.51OccluderContra-Left-OffWhite-0-OPQ.yml,0
260,OP-RP-Allo-CVChick-G1.51OccluderContra-Left-RND-0-OPQ.yml,0
261,OP-RP-Allo-CVChick-G1.51OccluderContra-Right-Beige-0-OPQ.yml,0
262,OP-RP-Allo-CVChick-G1.51OccluderContra-Right-Brown-0-OPQ.yml,0
263,OP-RP-Allo-CVChick-G1.51OccluderContra-Right-DarkBlue-0-OPQ.yml,0
264,OP-RP-Allo-CVChick-G1.51OccluderContra-Right-DarkGreen-0-OPQ.yml,0
265,OP-RP-Allo-CVChick-G1.51OccluderContra-Right-Grey-0-OPQ.yml,1
266,OP-RP-Allo-CVChick-G1.51OccluderContra-Right-OffWhite-0-OPQ.yml,0
267,OP-RP-Allo-CVChick-G1.51OccluderContra-Right-RND-0-OPQ.yml,0
268,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-Beige-0-OPQ.yml,0
269,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-Brown-0-OPQ.yml,0
270,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-DarkBlue-0-OPQ.yml,0
271,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-DarkGreen-0-OPQ.yml,0
272,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-Grey-0-OPQ.yml,0
273,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-OffWhite-0-OPQ.yml,0
274,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-RND-0-OPQ.yml,0
275,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-Beige-0-OPQ.yml,0
276,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-Brown-0-OPQ.yml,0
277,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-DarkBlue-0-OPQ.yml,0
278,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-DarkGreen-0-OPQ.yml,0
279,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-Grey-0-OPQ.yml,0
280,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-OffWhite-0-OPQ.yml,0
281,OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-RND-0-OPQ.yml,0
282,OP-RP-Allo-CVChick-G1.51ThinContra-Left-Beige-0-OPQ.yml,0
283,OP-RP-Allo-CVChick-G1.51ThinContra-Left-Brown-0-OPQ.yml,1
284,OP-RP-Allo-CVChick-G1.51ThinContra-Left-DarkBlue-0-OPQ.yml,0
285,OP-RP-Allo-CVChick-G1.51ThinContra-Left-DarkGreen-0-OPQ.yml,0
286,OP-RP-Allo-CVChick-G1.51ThinContra-Left-Grey-0-OPQ.yml,0
287,OP-RP-Allo-CVChick-G1.51ThinContra-Left-OffWhite-0-OPQ.yml,0
288,OP-RP-Allo-CVChick-G1.51ThinContra-Left-RND-0-OPQ.yml,0
289,OP-RP-Allo-CVChick-G1.51ThinContra-Right-Beige-0-OPQ.yml,0
290,OP-RP-Allo-CVChick-G1.51ThinContra-Right-Brown-0-OPQ.yml,0
291,OP-RP-Allo-CVChick-G1.51ThinContra-Right-DarkBlue-0-OPQ.yml,0
292,OP-RP-Allo-CVChick-G1.51ThinContra-Right-DarkGreen-0-OPQ.yml,0
293,OP-RP-Allo-CVChick-G1.51ThinContra-Right-Grey-0-OPQ.yml,1
294,OP-RP-Allo-CVChick-G1.51ThinContra-Right-OffWhite-0-OPQ.yml,0
295,OP-RP-Allo-CVChick-G1.51ThinContra-Right-RND-0-OPQ.yml,0
296,OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-Beige-0-OPQ.yml,0
297,OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-Brown-0-OPQ.yml,0
298,OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-DarkBlue-0-OPQ.yml,0
299,OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-DarkGreen-0-OPQ.yml,0
300,OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-Grey-0-OPQ.yml,0
301,OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-OffWhite-0-OPQ.yml,0
302,OP-RP-Allo-CVChick-G1.51ThinIpsi-Left-RND-0-OPQ.yml,0
303,OP-RP-Allo-CVChick-G1.51ThinIpsi-Right-Beige-0-OPQ.yml,0
304,OP-RP-Allo-CVChick-G1.51ThinIpsi-Right-Brown-0-OPQ.yml,0
305,OP-RP-Allo-CVChick-G1.51ThinIpsi-Right-DarkBlue-0-OPQ.yml,0
306,OP-RP-Allo-CVChick-G1.51ThinIpsi-Right-DarkGreen-0-OPQ.yml,0
307,OP-RP-Allo-CVChick-G1.51ThinIpsi-Right-Grey-0-OPQ.yml,0
308,OP-RP-Allo-CVChick-G1.51ThinIpsi-Right-OffWhite-0-OPQ.yml,0
309,OP-RP-Allo-CVChick-G1.51ThinIpsi-Right-RND-0-OPQ.yml,1
310,OP-RP-Allo-CVChick-G1.51TransContra-Left-NA-0-Trans.yml,0
311,OP-RP-Allo-CVChick-G1.51TransContra-Right-NA-0-Trans.yml,0
312,OP-RP-Allo-CVChick-G1.51TransIpsi-Left-NA-0-Trans.yml,0
313,OP-RP-Allo-CVChick-G1.51TransIpsi-Right-NA-0-Trans.yml,0
314,OP-RP-Allo-CVChick-G1.51XtraLowContra-Left-Beige-0-OPQ.yml,0
315,OP-RP-Allo-CVChick-G1.51XtraLowContra-Left-Brown-0-OPQ.yml,0
316,OP-RP-Allo-CVChick-G1.51XtraLowContra-Left-DarkBlue-0-OPQ.yml,0
317,OP-RP-Allo-CVChick-G1.51XtraLowContra-Left-DarkGreen-0-OPQ.yml,0
318,OP-RP-Allo-CVChick-G1.51XtraLowContra-Left-Grey-0-OPQ.yml,0
319,OP-RP-Allo-CVChick-G1.51XtraLowContra-Left-OffWhite-0-OPQ.yml,0
320,OP-RP-Allo-CVChick-G1.51XtraLowContra-Left-RND-0-OPQ.yml,0
321,OP-RP-Allo-CVChick-G1.51XtraLowContra-Right-Beige-0-OPQ.yml,0
322,OP-RP-Allo-CVChick-G1.51XtraLowContra-Right-Brown-0-OPQ.yml,0
323,OP-RP-Allo-CVChick-G1.51XtraLowContra-Right-DarkBlue-0-OPQ.yml,0
324,OP-RP-Allo-CVChick-G1.51XtraLowContra-Right-DarkGreen-0-OPQ.yml,0
325,OP-RP-Allo-CVChick-G1.51XtraLowContra-Right-Grey-0-OPQ.yml,0
